,show_type,title,ori_country,genre,is_NF_Ori,imdb_rating,rt_rating,country_chart,show_link,Continent,Year,Month
1412,Movie,Love. Wedding. Repeat,Italy,Comedy,True,5.5,34.0,IND,https://flixpatrol.com/title/love-wedding-repeat,ASI,2020,4
1414,Documentary,Money Heist: The Phenomenon,Spain,Documentary,True,7.8,75.38461538461539,IND,https://flixpatrol.com/title/money-heist-the-phenomenon,ASI,2020,4
1466,Movie,A Million Ways to Die in the West,USA,Comedy,False,6.1,33.0,ISL,https://flixpatrol.com/title/a-million-ways-to-die-in-the-west,EUR,2014,5
1467,TV Show,Young Wallander,Sweden,Crime,True,6.9,51.81,ISL,https://flixpatrol.com/title/young-wallander,EUR,2020,9
1468,Movie,Wonder Park,USA,Animated,False,5.7,29.0,ISL,https://flixpatrol.com/title/wonder-park,EUR,2019,3
1469,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,ISL,https://flixpatrol.com/title/lucifer,EUR,2016,1
1470,Movie,The Sleepover,USA,Comedy,True,5.5,80.0,ISL,https://flixpatrol.com/title/the-sleepover,EUR,2020,8
1472,Movie,Project Power,USA,Action,True,6.1,63.0,ISL,https://flixpatrol.com/title/project-power,EUR,2020,8
1473,TV Show,Dirty John,USA,Drama,True,6.9,71.0,ISL,https://flixpatrol.com/title/dirty-john,EUR,2018,11
1474,Movie,Work It,USA,Comedy,True,6.1,47.11797752808989,ISL,https://flixpatrol.com/title/work-it-2020,EUR,2020,8
1475,TV Show,The Umbrella Academy,USA,Superhero,True,8.3,82.0,ISL,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
1476,Movie,Mission: Impossible - Fallout,USA,Action,False,8.0,97.0,ISL,https://flixpatrol.com/title/mission-impossible-fallout,EUR,2018,7
1478,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,ISL,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7
1479,TV Show,Good Girls,USA,Comedy,True,7.8,87.0,ISL,https://flixpatrol.com/title/good-girls,EUR,2018,2
1480,Movie,Eurovision Song Contest: The Story of Fire Saga,USA,Comedy,True,7.8,63.0,ISL,https://flixpatrol.com/title/eurovision-song-contest-the-story-of-fire-saga,EUR,2020,6
1481,TV Show,Cursed,USA,Fantasy,True,5.1,69.0,ISL,https://flixpatrol.com/title/cursed-2020,EUR,2020,7
1482,Movie,The Old Guard,USA,Superhero,True,8.2,80.0,ISL,https://flixpatrol.com/title/the-old-guard,EUR,2020,7
1483,Documentary TV,Down to Earth with Zac Efron,USA,Documentary,True,8.2,67.0,ISL,https://flixpatrol.com/title/down-to-earth-with-zac-efron,EUR,2020,7
1485,TV Show,Unsolved Mysteries,USA,Documentary,True,8.0,74.0,ISL,https://flixpatrol.com/title/unsolved-mysteries-2020,EUR,2020,7
1489,TV Show,Floor is Lava,USA,Reality-Show,True,5.1,83.0,ISL,https://flixpatrol.com/title/floor-is-lava,EUR,2020,6
1490,Movie,"Love, Guaranteed",USA,Comedy,True,5.5,50.0,ISR,https://flixpatrol.com/title/love-guaranteed,ASI,2020,9
1491,TV Show,Away,USA,Science Fiction,True,7.1,73.0,ISR,https://flixpatrol.com/title/away-2020,ASI,2020,9
1492,Short,The Boss Baby: Get That Baby!,USA,Animated,False,6.5,38.16,ISR,https://flixpatrol.com/title/the-boss-baby-get-that-baby,ASI,2020,9
1493,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,ISR,https://flixpatrol.com/title/lucifer,ASI,2016,1
1494,Movie,Project Power,USA,Action,True,6.1,63.0,ISR,https://flixpatrol.com/title/project-power,ASI,2020,8
1497,TV Show,Locked Up,Spain,Drama,True,8.3,100.0,ISR,https://flixpatrol.com/title/locked-up,ASI,2015,4
1498,Movie,Work It,USA,Comedy,True,6.1,47.11797752808989,ISR,https://flixpatrol.com/title/work-it-2020,ASI,2020,8
1500,Movie,Malibu Rescue: The Next Wave,USA,Comedy,True,5.9,46.12,ISR,https://flixpatrol.com/title/malibu-rescue-the-next-wave,ASI,2020,8
1502,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,ISR,https://flixpatrol.com/title/the-kissing-booth-2,ASI,2020,7
1503,TV Show,Dark Desire,Mexico,Drama,True,7.5,50.52054794520548,ISR,https://flixpatrol.com/title/dark-desire,ASI,2020,7
1504,Movie,MILF,France,Comedy,False,6.1,14.0,ISR,https://flixpatrol.com/title/milf-2018,ASI,2018,5
1505,TV Show,Cursed,USA,Fantasy,True,5.1,69.0,ISR,https://flixpatrol.com/title/cursed-2020,ASI,2020,7
1506,Movie,The Old Guard,USA,Superhero,True,8.2,80.0,ISR,https://flixpatrol.com/title/the-old-guard,ASI,2020,7
1507,TV Show,Fauda,Israel,Action,True,8.4,100.0,ISR,https://flixpatrol.com/title/fauda,ASI,2015,2
1508,Movie,365 Days,Poland,Romance,False,3.5,0.0,ISR,https://flixpatrol.com/title/365-days,ASI,2020,6
1515,TV Show,Snowpiercer,USA,Science Fiction,True,6.1,62.0,ISR,https://flixpatrol.com/title/snowpiercer-2020,ASI,2020,5
1517,TV Show,Rick and Morty,USA,Animated,False,9.3,0.0,ISR,https://flixpatrol.com/title/rick-and-morty,ASI,2013,12
1518,Movie,Edge of Tomorrow,USA,Science Fiction,False,7.9,91.0,ISR,https://flixpatrol.com/title/edge-of-tomorrow,ASI,2014,6
1519,Documentary TV,Jeffrey Epstein: Filthy Rich,USA,Documentary,True,7.2,79.0,ISR,https://flixpatrol.com/title/jeffrey-epstein-filthy-rich,ASI,2020,5
1520,Movie,The Lovebirds,USA,Comedy,True,6.0,67.0,ISR,https://flixpatrol.com/title/the-lovebirds,ASI,2020,5
1521,Documentary TV,The Last Dance,USA,Documentary,True,9.4,97.0,ISR,https://flixpatrol.com/title/the-last-dance,ASI,2020,4
1522,Movie,The Wrong Missy,USA,Comedy,True,5.6,25.0,ISR,https://flixpatrol.com/title/the-wrong-missy,ASI,2020,5
1526,Movie,17 Again,USA,Comedy,False,6.4,56.0,ISR,https://flixpatrol.com/title/17-again,ASI,2009,3
1528,Movie,Extraction,USA,Action,True,7.0,68.0,ISR,https://flixpatrol.com/title/extraction-2020,ASI,2020,4
1529,TV Show,Too Hot to Handle,USA,Reality-Show,True,4.2,37.0,ISR,https://flixpatrol.com/title/too-hot-to-handle,ASI,2020,4
1530,Movie,Emerson Heights,USA,Romance,False,7.1,54.85087719298246,ISR,https://flixpatrol.com/title/emerson-heights,ASI,2018,2
1532,Movie,Miracle in Cell No. 7,Turkey,Drama,False,8.3,84.50735294117646,ISR,https://flixpatrol.com/title/miracle-in-cell-no-7,ASI,2019,10
1533,TV Show,Money Heist,Spain,Action,True,8.4,93.0,ISR,https://flixpatrol.com/title/money-heist,ASI,2017,5
1534,Documentary,Money Heist: The Phenomenon,Spain,Documentary,True,7.8,75.38461538461539,ISR,https://flixpatrol.com/title/money-heist-the-phenomenon,ASI,2020,4
1536,Documentary,Making Unorthodox,Germany,Documentary,True,6.9,51.81,ISR,https://flixpatrol.com/title/making-unorthodox,ASI,2020,3
1537,TV Show,Unorthodox,Germany,Drama,True,7.5,95.0,ISR,https://flixpatrol.com/title/unorthodox,ASI,2020,3
1538,Movie,Contagion,USA,Thriller,False,6.7,84.0,ISR,https://flixpatrol.com/title/contagion,ASI,2011,9
1539,TV Show,Toy Boy,Spain,Crime,True,6.5,38.16,ISR,https://flixpatrol.com/title/toy-boy-2019,ASI,2019,9
1540,Movie,Suicide Squad,USA,Superhero,False,6.1,25.0,ITA,https://flixpatrol.com/title/suicide-squad,EUR,2016,8
1541,TV Show,Away,USA,Science Fiction,True,7.1,73.0,ITA,https://flixpatrol.com/title/away-2020,EUR,2020,9
1542,Movie,The Match,Croatia,Drama,False,7.7,49.84,ITA,https://flixpatrol.com/title/the-match,EUR,2020,9
1543,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,ITA,https://flixpatrol.com/title/lucifer,EUR,2016,1
1544,Movie,Venom,USA,Superhero,False,7.1,29.0,ITA,https://flixpatrol.com/title/venom-2018,EUR,2018,10
1546,Movie,Project Power,USA,Action,True,6.1,63.0,ITA,https://flixpatrol.com/title/project-power,EUR,2020,8
1547,TV Show,Locked Up,Spain,Drama,True,8.3,100.0,ITA,https://flixpatrol.com/title/locked-up,EUR,2015,4
1548,Movie,Work It,USA,Comedy,True,6.1,47.11797752808989,ITA,https://flixpatrol.com/title/work-it-2020,EUR,2020,8
1550,Movie,The Mummy,USA,Adventure,False,5.5,13.0,ITA,https://flixpatrol.com/title/the-mummy-2017,EUR,2017,6
1552,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,ITA,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7
1553,TV Show,Cursed,USA,Fantasy,True,5.1,69.0,ITA,https://flixpatrol.com/title/cursed-2020,EUR,2020,7
1554,Movie,MILF,France,Comedy,False,6.1,14.0,ITA,https://flixpatrol.com/title/milf-2018,EUR,2018,5
1556,Movie,The Old Guard,USA,Superhero,True,8.2,80.0,ITA,https://flixpatrol.com/title/the-old-guard,EUR,2020,7
1557,TV Show,Dark,Germany,Mystery,True,8.7,94.0,ITA,https://flixpatrol.com/title/dark-2017,EUR,2017,12
1558,Movie,Under the Riccione Sun,Italy,Comedy,True,5.2,8.4,ITA,https://flixpatrol.com/title/under-the-riccione-sun,EUR,2020,7
1562,Movie,365 Days,Poland,Romance,False,3.5,0.0,ITA,https://flixpatrol.com/title/365-days,EUR,2020,6
1563,TV Show,The Order,USA,Fantasy,True,6.9,100.0,ITA,https://flixpatrol.com/title/the-order-2019,EUR,2019,3
1565,TV Show,Curon,Italy,Fantasy,True,6.6,71.0,ITA,https://flixpatrol.com/title/curon,EUR,2020,6
1566,Movie,The Last Days of American Crime,USA,Science Fiction,True,4.0,0.0,ITA,https://flixpatrol.com/title/the-last-days-of-american-crime,EUR,2020,6
1567,TV Show,13 Reasons Why,USA,Drama,True,8.4,39.0,ITA,https://flixpatrol.com/title/13-reasons-why,EUR,2017,3
1568,Movie,Rampage,USA,Adventure,False,6.6,51.0,ITA,https://flixpatrol.com/title/rampage,EUR,2018,4
1569,TV Show,Dynasty,USA,Drama,True,5.9,80.0,ITA,https://flixpatrol.com/title/dynasty-2017,EUR,2017,10
1570,Movie,8 Mile,USA,Drama,False,7.0,76.0,ITA,https://flixpatrol.com/title/8-mile,EUR,2002,11
1572,Movie,The Wrong Missy,USA,Comedy,True,5.6,25.0,ITA,https://flixpatrol.com/title/the-wrong-missy,EUR,2020,5
1573,TV Show,White Lines,United Kingdom,Crime,True,6.1,64.0,ITA,https://flixpatrol.com/title/white-lines,EUR,2020,5
1575,Documentary TV,The Last Dance,USA,Documentary,True,9.4,97.0,ITA,https://flixpatrol.com/title/the-last-dance,EUR,2020,4
1576,Movie,Aftermath,USA,Drama,False,5.7,43.0,ITA,https://flixpatrol.com/title/aftermath-2017,EUR,2017,4
1577,TV Show,Summertime,Italy,Drama,True,5.7,83.0,ITA,https://flixpatrol.com/title/summertime-2020,EUR,2020,4
1578,Movie,Extraction,USA,Action,True,7.0,68.0,ITA,https://flixpatrol.com/title/extraction-2020,EUR,2020,4
1580,Movie,The Legacy of the Bones,Spain,Crime,True,6.1,47.11797752808989,ITA,https://flixpatrol.com/title/the-legacy-of-the-bones,EUR,2019,12
1581,TV Show,Too Hot to Handle,USA,Reality-Show,True,4.2,37.0,ITA,https://flixpatrol.com/title/too-hot-to-handle,EUR,2020,4
1582,Movie,Mission: Impossible - Fallout,USA,Action,False,8.0,97.0,ITA,https://flixpatrol.com/title/mission-impossible-fallout,EUR,2018,7
1583,TV Show,Money Heist,Spain,Action,True,8.4,93.0,ITA,https://flixpatrol.com/title/money-heist,EUR,2017,5
1584,Documentary,Money Heist: The Phenomenon,Spain,Documentary,True,7.8,75.38461538461539,ITA,https://flixpatrol.com/title/money-heist-the-phenomenon,EUR,2020,4
1586,Movie,The Platform,Spain,Science Fiction,True,7.3,30.72,ITA,https://flixpatrol.com/title/the-platform,EUR,2020,3
1587,TV Show,Freud,Austria,Drama,True,6.7,50.0,ITA,https://flixpatrol.com/title/freud,EUR,2020,3
1590,Movie,Ultras,Italy,Drama,True,6.3,60.0,ITA,https://flixpatrol.com/title/ultras,EUR,2020,3
1591,TV Show,Elite,Spain,Crime,True,7.6,97.0,ITA,https://flixpatrol.com/title/elite,EUR,2018,10
1592,Movie,#Alive,South Korea,Horror,False,6.2,86.0,JOR,https://flixpatrol.com/title/alive-2020,ASI,2020,9
1593,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,JOR,https://flixpatrol.com/title/lucifer,ASI,2016,1
1594,Movie,Skyscraper,USA,Action,False,6.1,48.0,JOR,https://flixpatrol.com/title/skyscraper,ASI,2018,7
1596,Movie,Santana,South Africa,Action,False,3.9,1.125,JOR,https://flixpatrol.com/title/scarecrow-2019,ASI,2020,8
1598,Movie,G.I. Joe: The Rise of Cobra,USA,Science Fiction,False,5.8,35.0,JPN,https://flixpatrol.com/title/gi-joe-the-rise-of-cobra,ASI,2009,8
1599,TV Show,Crash Landing on You,South Korea,Drama,True,7.7,99.0,JPN,https://flixpatrol.com/title/crash-landing-on-you,ASI,2019,12
1604,Movie,Project Power,USA,Action,True,6.1,63.0,JPN,https://flixpatrol.com/title/project-power,ASI,2020,8
1606,Movie,Venom,USA,Superhero,False,7.1,29.0,JPN,https://flixpatrol.com/title/venom-2018,ASI,2018,10
1607,TV Show,It's Okay to Not Be Okay,South Korea,Drama,True,9.0,0.0,JPN,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
1608,Movie,Mile 22,USA,Action,False,6.1,23.0,JPN,https://flixpatrol.com/title/mile-22,ASI,2018,8
1610,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,JPN,https://flixpatrol.com/title/the-kissing-booth-2,ASI,2020,7
1612,Movie,Child's Play,USA,Horror,False,6.0,62.0,JPN,https://flixpatrol.com/title/childs-play,ASI,2019,6
1614,Movie,Joker,USA,Superhero,False,8.9,68.0,JPN,https://flixpatrol.com/title/joker-2019,ASI,2019,10
1618,Movie,A Whisker Away,Japan,Animated,True,6.8,44.7037037037037,JPN,https://flixpatrol.com/title/a-whisker-away,ASI,2020,6
1624,Movie,"You, I Love",Japan,Romance,False,6.2,31.80110497237569,JPN,https://flixpatrol.com/title/you-i-love-2018,ASI,2018,11
1626,Movie,Liverleaf,Japan,Horror,False,6.65,73.0,JPN,https://flixpatrol.com/title/liverleaf,ASI,2018,4
1628,Movie,Battleship,USA,Science Fiction,False,5.9,34.0,JPN,https://flixpatrol.com/title/battleship,ASI,2012,4
1630,Movie,The Wrong Missy,USA,Comedy,True,5.6,25.0,JPN,https://flixpatrol.com/title/the-wrong-missy,ASI,2020,5
1634,Movie,Hotel Transylvania 3: Summer Vacation,USA,Animated,False,6.5,60.0,JPN,https://flixpatrol.com/title/hotel-transylvania-3-summer-vacation,ASI,2018,7
1636,Movie,Extraction,USA,Action,True,7.0,68.0,JPN,https://flixpatrol.com/title/extraction-2020,ASI,2020,4
1637,TV Show,Ghost in the Shell: SAC 2045,Japan,Animated,True,6.1,47.11797752808989,JPN,https://flixpatrol.com/title/ghost-in-the-shell-sac-2045,ASI,2020,4
1638,Movie,Contagion,USA,Thriller,False,6.7,84.0,JPN,https://flixpatrol.com/title/contagion,ASI,2011,9
1639,TV Show,Too Hot to Handle,USA,Reality-Show,True,4.2,37.0,JPN,https://flixpatrol.com/title/too-hot-to-handle,ASI,2020,4
1641,TV Show,Demon Slayer: Kimetsu no Yaiba,Japan,Animation,False,8.2,86.0,JPN,https://flixpatrol.com/title/demon-slayer-kimetsu-no-yaiba,ASI,2019,4
1642,Movie,Ajin: Demi-Human,Japan,Action,False,6.4,42.30769230769231,JPN,https://flixpatrol.com/title/ajin-demi-human,ASI,2017,9
1643,TV Show,Terrace House: Tokyo 2019-2020,Japan,Reality-Show,True,7.6,66.88888888888889,JPN,https://flixpatrol.com/title/terrace-house-tokyo-2019-2020,ASI,2019,5
1646,Movie,Vacation,USA,Comedy,False,6.2,26.0,JPN,https://flixpatrol.com/title/vacation,ASI,2015,7
1648,Movie,Bad Boys for Life,USA,Action,False,7.4,77.0,KOR,https://flixpatrol.com/title/bad-boys-for-life,ASI,2020,1
1649,TV Show,Stranger,South Korea,Crime,False,8.6,0.0,KOR,https://flixpatrol.com/title/stranger-2017,ASI,2017,6
1650,Movie,365 Days,Poland,Romance,False,3.5,0.0,KOR,https://flixpatrol.com/title/365-days,ASI,2020,6
1657,TV Show,It's Okay to Not Be Okay,South Korea,Drama,True,9.0,0.0,KOR,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
1660,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,KOR,https://flixpatrol.com/title/the-kissing-booth-2,ASI,2020,7
1662,Movie,The Old Guard,USA,Superhero,True,8.2,80.0,KOR,https://flixpatrol.com/title/the-old-guard,ASI,2020,7
1666,Movie,Safe House,USA,Thriller,False,6.8,53.0,KOR,https://flixpatrol.com/title/safe-house,ASI,2012,2
1668,Movie,Jumanji: The Next Level,USA,Adventure,False,7.0,67.0,KOR,https://flixpatrol.com/title/jumanji-the-next-level,ASI,2019,12
1670,Movie,Central Intelligence,USA,Action,False,6.4,69.0,KOR,https://flixpatrol.com/title/central-intelligence,ASI,2016,6
1673,TV Show,Hospital Playlist,South Korea,Drama,True,8.4,61.40251572327044,KOR,https://flixpatrol.com/title/hospital-playlist,ASI,2020,3
1674,Movie,Honest Candidate,South Korea,Drama,False,7.7,49.84,KOR,https://flixpatrol.com/title/honest-candidate,ASI,2020,2
1680,Movie,Extraction,USA,Action,True,7.0,68.0,KOR,https://flixpatrol.com/title/extraction-2020,ASI,2020,4
1686,Movie,Time to Hunt,South Korea,Science Fiction,True,6.3,67.0,KOR,https://flixpatrol.com/title/time-to-hunt,ASI,2020,4
1688,Movie,Code 8,Canada,Science Fiction,False,6.1,79.0,KOR,https://flixpatrol.com/title/code-8,ASI,2019,12
1692,Movie,Howls Moving Castle,Japan,Animated,False,8.2,71.72121212121212,KOR,https://flixpatrol.com/title/howls-moving-castle,ASI,2004,11
1694,Movie,Mr. Zoo: The Missing VIP,South Korea,Action,False,5.7,44.114285714285714,KOR,https://flixpatrol.com/title/mr-zoo-the-missing-vip,ASI,2020,1
1696,Movie,The Grinch,USA,Animated,False,6.3,58.0,KWT,https://flixpatrol.com/title/dr-seuss-how-the-grinch-stole-christmas,ASI,2018,11
1697,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,KWT,https://flixpatrol.com/title/lucifer,ASI,2016,1
1698,Movie,Skyscraper,USA,Action,False,6.1,48.0,KWT,https://flixpatrol.com/title/skyscraper,ASI,2018,7
1702,Movie,Project Power,USA,Action,True,6.1,63.0,KWT,https://flixpatrol.com/title/project-power,ASI,2020,8
1703,TV Show,The Umbrella Academy,USA,Superhero,True,8.3,82.0,KWT,https://flixpatrol.com/title/the-umbrella-academy,ASI,2019,2
1706,Movie,Jumanji: Welcome to the Jungle,USA,Adventure,False,6.9,76.0,KWT,https://flixpatrol.com/title/jumanji-welcome-to-the-jungle,ASI,2017,12
1707,TV Show,Locked Up,Spain,Drama,True,8.3,100.0,KWT,https://flixpatrol.com/title/locked-up,ASI,2015,4
1708,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,KWT,https://flixpatrol.com/title/the-kissing-booth-2,ASI,2020,7
1709,TV Show,Good Girls,USA,Comedy,True,7.8,87.0,KWT,https://flixpatrol.com/title/good-girls,ASI,2018,2
1710,Movie,MILF,France,Comedy,False,6.1,14.0,KWT,https://flixpatrol.com/title/milf-2018,ASI,2018,5
1711,TV Show,Cursed,USA,Fantasy,True,5.1,69.0,KWT,https://flixpatrol.com/title/cursed-2020,ASI,2020,7
1712,Movie,The Old Guard,USA,Superhero,True,8.2,80.0,KWT,https://flixpatrol.com/title/the-old-guard,ASI,2020,7
1713,TV Show,Queen of the South,USA,Drama,False,7.7,49.84,KWT,https://flixpatrol.com/title/queen-of-the-south,ASI,2016,6
1714,Movie,The Mask,USA,Comedy,False,6.9,77.0,KWT,https://flixpatrol.com/title/the-mask,ASI,1994,7
1715,TV Show,Dark,Germany,Mystery,True,8.7,94.0,KWT,https://flixpatrol.com/title/dark-2017,ASI,2017,12
1718,Movie,Lost Bullet,France,Crime,True,6.2,31.80110497237569,KWT,https://flixpatrol.com/title/lost-bullet,ASI,2020,6
1719,TV Show,Floor is Lava,USA,Reality-Show,True,5.1,83.0,KWT,https://flixpatrol.com/title/floor-is-lava,ASI,2020,6
1720,Movie,Skyscraper,USA,Action,False,6.1,48.0,LBN,https://flixpatrol.com/title/skyscraper,ASI,2018,7
1721,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,LBN,https://flixpatrol.com/title/lucifer,ASI,2016,1
1724,Movie,The Sleepover,USA,Comedy,True,5.5,80.0,LBN,https://flixpatrol.com/title/the-sleepover,ASI,2020,8
1726,Movie,#Alive,South Korea,Horror,False,6.2,86.0,LKA,https://flixpatrol.com/title/alive-2020,ASI,2020,9
1727,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,LKA,https://flixpatrol.com/title/lucifer,ASI,2016,1
1728,Movie,Santana,South Africa,Action,False,3.9,1.125,LKA,https://flixpatrol.com/title/santana,ASI,2020,8
1730,Movie,The Sleepover,USA,Comedy,True,5.5,80.0,LKA,https://flixpatrol.com/title/the-sleepover,ASI,2020,8
1732,Movie,"Love, Guaranteed",USA,Comedy,True,5.5,50.0,LTU,https://flixpatrol.com/title/love-guaranteed,EUR,2020,9
1733,TV Show,Away,USA,Science Fiction,True,7.1,73.0,LTU,https://flixpatrol.com/title/away-2020,EUR,2020,9
1734,Movie,Johnny English Strikes Again,United Kingdom,Comedy,False,6.6,34.0,LTU,https://flixpatrol.com/title/johnny-english-3,EUR,2018,9
1735,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,LTU,https://flixpatrol.com/title/lucifer,EUR,2016,1
1736,Movie,Project Power,USA,Action,True,6.1,63.0,LTU,https://flixpatrol.com/title/project-power,EUR,2020,8
1739,TV Show,The Umbrella Academy,USA,Superhero,True,8.3,82.0,LTU,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
1740,Movie,Work It,USA,Comedy,True,6.1,47.11797752808989,LTU,https://flixpatrol.com/title/work-it-2020,EUR,2020,8
1742,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,LTU,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7
1745,TV Show,Cursed,USA,Fantasy,True,5.1,69.0,LTU,https://flixpatrol.com/title/cursed-2020,EUR,2020,7
1746,Movie,MILF,France,Comedy,False,6.1,14.0,LTU,https://flixpatrol.com/title/milf-2018,EUR,2018,5
1748,Movie,The Old Guard,USA,Superhero,True,8.2,80.0,LTU,https://flixpatrol.com/title/the-old-guard,EUR,2020,7
1749,Documentary TV,The Business of Drugs,USA,Documentary,True,7.0,54.15744680851064,LTU,https://flixpatrol.com/title/the-business-of-drugs,EUR,2020,7
1750,Movie,Eurovision Song Contest: The Story of Fire Saga,USA,Comedy,True,7.8,63.0,LTU,https://flixpatrol.com/title/eurovision-song-contest-the-story-of-fire-saga,EUR,2020,6
1751,TV Show,Warrior Nun,USA,Fantasy,True,6.9,51.81,LTU,https://flixpatrol.com/title/warrior-nun,EUR,2020,7
1753,TV Show,Dark,Germany,Mystery,True,8.7,94.0,LTU,https://flixpatrol.com/title/dark-2017,EUR,2017,12
1756,Movie,"Love, Guaranteed",USA,Comedy,True,5.5,50.0,LVA,https://flixpatrol.com/title/love-guaranteed,EUR,2020,9
1757,TV Show,Away,USA,Science Fiction,True,7.1,73.0,LVA,https://flixpatrol.com/title/away-2020,EUR,2020,9
1758,Movie,Johnny English Strikes Again,United Kingdom,Comedy,False,6.6,34.0,LVA,https://flixpatrol.com/title/johnny-english-3,EUR,2018,9
1759,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,LVA,https://flixpatrol.com/title/lucifer,EUR,2016,1
1760,Movie,The Sleepover,USA,Comedy,True,5.5,80.0,LVA,https://flixpatrol.com/title/the-sleepover,EUR,2020,8
1762,Movie,Project Power,USA,Action,True,6.1,63.0,LVA,https://flixpatrol.com/title/project-power,EUR,2020,8
1763,TV Show,The Umbrella Academy,USA,Superhero,True,8.3,82.0,LVA,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
1764,Movie,Work It,USA,Comedy,True,6.1,47.11797752808989,LVA,https://flixpatrol.com/title/work-it-2020,EUR,2020,8
1766,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,LVA,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7
1769,TV Show,Cursed,USA,Fantasy,True,5.1,69.0,LVA,https://flixpatrol.com/title/cursed-2020,EUR,2020,7
1770,Movie,MILF,France,Comedy,False,6.1,14.0,LVA,https://flixpatrol.com/title/milf-2018,EUR,2018,5
1772,Movie,The Old Guard,USA,Superhero,True,8.2,80.0,LVA,https://flixpatrol.com/title/the-old-guard,EUR,2020,7
1773,TV Show,Snowpiercer,USA,Science Fiction,True,6.1,62.0,LVA,https://flixpatrol.com/title/snowpiercer-2020,EUR,2020,5
1774,Movie,The F**k-It List,USA,Comedy,False,5.2,8.4,LVA,https://flixpatrol.com/title/the-fk-it-list,EUR,2020,7
1775,TV Show,Warrior Nun,USA,Fantasy,True,6.9,51.81,LVA,https://flixpatrol.com/title/warrior-nun,EUR,2020,7
1776,Movie,Eurovision Song Contest: The Story of Fire Saga,USA,Comedy,True,7.8,63.0,LVA,https://flixpatrol.com/title/eurovision-song-contest-the-story-of-fire-saga,EUR,2020,6
1777,TV Show,Modern Family,USA,Comedy,False,8.4,61.40251572327044,LVA,https://flixpatrol.com/title/modern-family,EUR,2009,9
1780,Movie,"Love, Guaranteed",USA,Comedy,True,5.5,50.0,MAR,https://flixpatrol.com/title/love-guaranteed,AFR,2020,9
1781,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,MAR,https://flixpatrol.com/title/lucifer,AFR,2016,1
1782,Movie,Santana,South Africa,Action,False,3.9,1.125,MAR,https://flixpatrol.com/title/santana,AFR,2020,8
1784,Movie,The Sleepover,USA,Comedy,True,5.5,80.0,MAR,https://flixpatrol.com/title/the-sleepover,AFR,2020,8
1786,Movie,Project Power,USA,Action,True,6.1,63.0,MAR,https://flixpatrol.com/title/project-power,AFR,2020,8
1787,TV Show,Dark Desire,Mexico,Drama,True,7.5,50.52054794520548,MAR,https://flixpatrol.com/title/dark-desire,AFR,2020,7
1788,Movie,Work It,USA,Comedy,True,6.1,47.11797752808989,MAR,https://flixpatrol.com/title/work-it-2020,AFR,2020,8
1789,TV Show,Locked Up,Spain,Drama,True,8.3,100.0,MAR,https://flixpatrol.com/title/locked-up,AFR,2015,4
1790,Movie,Seriously Single,South Africa,Comedy,True,3.8,0.0,MAR,https://flixpatrol.com/title/seriously-single,AFR,2020,7
1792,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,MAR,https://flixpatrol.com/title/the-kissing-booth-2,AFR,2020,7
1794,Movie,The Old Guard,USA,Superhero,True,8.2,80.0,MAR,https://flixpatrol.com/title/the-old-guard,AFR,2020,7
1795,TV Show,Cursed,USA,Fantasy,True,5.1,69.0,MAR,https://flixpatrol.com/title/cursed-2020,AFR,2020,7
1797,TV Show,Queen of the South,USA,Drama,False,7.7,49.84,MAR,https://flixpatrol.com/title/queen-of-the-south,AFR,2016,6
1798,Movie,Safe House,USA,Thriller,False,6.8,53.0,MAR,https://flixpatrol.com/title/safe-house,AFR,2012,2
