,show_type,title,ori_country,genre,is_NF_Ori,imdb_rating,rt_rating,country_chart,show_link,Continent,Year,Month
0,Movie,Alive,South Korea,Horror,False,6.2,86.0,ARE,https://flixpatrol.com/title/alive-2020,ASI,2020,9
1,TV Show,Away,USA,Science Fiction,True,7.1,73.0,ARE,https://flixpatrol.com/title/away-2020,ASI,2020,9
2,Movie,Skyscraper,USA,Action,False,6.1,48.0,ARE,https://flixpatrol.com/title/skyscraper,ASI,2018,7
3,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,ARE,https://flixpatrol.com/title/lucifer,ASI,2016,1
4,Movie,Project Power,USA,Action,True,6.1,63.0,ARE,https://flixpatrol.com/title/project-power,ASI,2020,8
6,Movie,The Emoji Movie,USA,Animated,False,1.4,8.0,ARG,https://flixpatrol.com/title/the-emoji-movie,AME,2017,7
7,TV Show,Cobra Kai,USA,Action,False,8.8,94.0,ARG,https://flixpatrol.com/title/cobra-kai,AME,2018,5
10,Movie,The Crimes That Bind,Argentina,Crime,False,4.3,4.5,ARG,https://flixpatrol.com/title/the-crimes-that-bind,AME,2020,8
11,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,ARG,https://flixpatrol.com/title/lucifer,AME,2016,1
12,Movie,Project Power,USA,Action,True,6.1,63.0,ARG,https://flixpatrol.com/title/project-power,AME,2020,8
14,Movie,Wonder,USA,Drama,False,8.0,93.0,ARG,https://flixpatrol.com/title/wonder,AME,2017,11
15,TV Show,Locked Up,Spain,Drama,True,8.3,100.0,ARG,https://flixpatrol.com/title/locked-up,AME,2015,4
18,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,ARG,https://flixpatrol.com/title/the-kissing-booth-2,AME,2020,7
19,TV Show,Dark Desire,Mexico,Drama,True,7.5,50.52054794520548,ARG,https://flixpatrol.com/title/dark-desire,AME,2020,7
20,Movie,MILF,France,Comedy,False,6.1,14.0,ARG,https://flixpatrol.com/title/milf-2018,AME,2018,5
22,Movie,The Old Guard,USA,Superhero,True,8.2,80.0,ARG,https://flixpatrol.com/title/the-old-guard,AME,2020,7
24,Movie,American Assassin,USA,Action,False,7.0,35.0,ARG,https://flixpatrol.com/title/american-assassin,AME,2017,9
25,TV Show,Dark,Germany,Mystery,True,8.7,94.0,ARG,https://flixpatrol.com/title/dark-2017,AME,2017,12
28,Movie,Lost Bullet,France,Crime,True,6.2,31.80110497237569,ARG,https://flixpatrol.com/title/lost-bullet,AME,2020,6
29,TV Show,The Sinner,USA,Crime,True,8.0,90.0,ARG,https://flixpatrol.com/title/the-sinner,AME,2017,8
30,Movie,365 Days,Poland,Romance,False,3.5,0.0,ARG,https://flixpatrol.com/title/365-days,AME,2020,6
31,TV Show,The Woods,USA,Crime,True,6.5,38.16,ARG,https://flixpatrol.com/title/the-woods-2020,AME,2020,6
33,TV Show,13 Reasons Why,USA,Drama,True,8.4,39.0,ARG,https://flixpatrol.com/title/13-reasons-why,AME,2017,3
34,Movie,Intuition,Argentina,Crime,True,5.9,46.12,ARG,https://flixpatrol.com/title/intuition,AME,2020,5
35,Documentary TV,Jeffrey Epstein: Filthy Rich,USA,Documentary,True,7.2,79.0,ARG,https://flixpatrol.com/title/jeffrey-epstein-filthy-rich,AME,2020,5
37,TV Show,White Lines,United Kingdom,Crime,True,6.1,64.0,ARG,https://flixpatrol.com/title/white-lines,AME,2020,5
38,Movie,Going in Style,USA,Comedy,False,6.8,49.0,ARG,https://flixpatrol.com/title/going-in-style,AME,2017,4
40,Movie,The Wrong Missy,USA,Comedy,True,5.6,25.0,ARG,https://flixpatrol.com/title/the-wrong-missy,AME,2020,5
41,TV Show,Valeria,Spain,Drama,True,5.8,26.210526315789473,ARG,https://flixpatrol.com/title/valeria,AME,2020,5
42,Movie,Space Jam,USA,Comedy,False,6.3,38.0,ARG,https://flixpatrol.com/title/space-jam,AME,1996,11
43,TV Show,Almost Happy,Argentina,Comedy,True,7.0,54.15744680851064,ARG,https://flixpatrol.com/title/almost-happy,AME,2020,5
44,Movie,Extraction,USA,Action,True,7.0,68.0,ARG,https://flixpatrol.com/title/extraction-2020,AME,2020,4
45,TV Show,Summertime,Italy,Drama,True,5.7,83.0,ARG,https://flixpatrol.com/title/summertime-2020,AME,2020,4
46,Movie,Focus,USA,Crime,False,6.6,56.0,ARG,https://flixpatrol.com/title/focus,AME,2015,2
47,TV Show,The House of Flowers,Mexico,Drama,True,8.0,83.65040650406505,ARG,https://flixpatrol.com/title/the-house-of-flowers,AME,2018,8
48,Movie,Love. Wedding. Repeat,Italy,Comedy,True,5.5,34.0,ARG,https://flixpatrol.com/title/love-wedding-repeat,AME,2020,4
49,TV Show,Money Heist,Spain,Action,True,8.4,93.0,ARG,https://flixpatrol.com/title/money-heist,AME,2017,5
50,Documentary,Money Heist: The Phenomenon,Spain,Documentary,True,7.8,75.38461538461539,ARG,https://flixpatrol.com/title/money-heist-the-phenomenon,AME,2020,4
54,Movie,"Love, Guaranteed",USA,Comedy,True,5.5,50.0,AUS,https://flixpatrol.com/title/love-guaranteed,OCE,2020,9
55,TV Show,Away,USA,Science Fiction,True,7.1,73.0,AUS,https://flixpatrol.com/title/away-2020,OCE,2020,9
56,Movie,Mary Queen of Scots,United Kingdom,Drama,False,6.5,62.0,AUS,https://flixpatrol.com/title/mary-queen-of-scots-2018,OCE,2018,12
57,TV Show,Cobra Kai,USA,Action,False,8.8,94.0,AUS,https://flixpatrol.com/title/cobra-kai,OCE,2018,5
58,Movie,The Sleepover,USA,Comedy,True,5.5,80.0,AUS,https://flixpatrol.com/title/the-sleepover,OCE,2020,8
59,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,AUS,https://flixpatrol.com/title/lucifer,OCE,2016,1
60,Movie,Project Power,USA,Action,True,6.1,63.0,AUS,https://flixpatrol.com/title/project-power,OCE,2020,8
61,TV Show,Dirty John,USA,Drama,True,6.9,71.0,AUS,https://flixpatrol.com/title/dirty-john,OCE,2018,11
62,Movie,Work It,USA,Comedy,True,6.1,47.11797752808989,AUS,https://flixpatrol.com/title/work-it-2020,OCE,2020,8
63,TV Show,The Umbrella Academy,USA,Superhero,True,8.3,82.0,AUS,https://flixpatrol.com/title/the-umbrella-academy,OCE,2019,2
64,Movie,Doctor Sleep,USA,Horror,False,7.7,49.84,AUS,https://flixpatrol.com/title/doctor-sleep,OCE,2019,10
66,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,AUS,https://flixpatrol.com/title/the-kissing-booth-2,OCE,2020,7
67,TV Show,Good Girls,USA,Comedy,True,7.8,87.0,AUS,https://flixpatrol.com/title/good-girls,OCE,2018,2
68,Movie,The Grinch,USA,Animated,False,6.3,58.0,AUS,https://flixpatrol.com/title/dr-seuss-how-the-grinch-stole-christmas,OCE,2018,11
69,TV Show,Cursed,USA,Fantasy,True,5.1,69.0,AUS,https://flixpatrol.com/title/cursed-2020,OCE,2020,7
70,Movie,The Old Guard,USA,Superhero,True,8.2,80.0,AUS,https://flixpatrol.com/title/the-old-guard,OCE,2020,7
71,TV Show,Warrior Nun,USA,Fantasy,True,6.9,51.81,AUS,https://flixpatrol.com/title/warrior-nun,OCE,2020,7
72,Movie,The Lorax,USA,Animated,False,6.5,53.0,AUS,https://flixpatrol.com/title/the-lorax,OCE,2012,3
74,Movie,Jumanji: Welcome to the Jungle,USA,Adventure,False,6.9,76.0,AUS,https://flixpatrol.com/title/jumanji-welcome-to-the-jungle,OCE,2017,12
75,TV Show,The Sinner,USA,Crime,True,8.0,90.0,AUS,https://flixpatrol.com/title/the-sinner,OCE,2017,8
76,Movie,365 Days,Poland,Romance,False,3.5,0.0,AUS,https://flixpatrol.com/title/365-days,OCE,2020,6
79,TV Show,13 Reasons Why,USA,Drama,True,8.4,39.0,AUS,https://flixpatrol.com/title/13-reasons-why,OCE,2017,3
82,Movie,King Arthur: Legend of the Sword,USA,Fantasy,False,6.7,31.0,AUS,https://flixpatrol.com/title/king-arthur-legend-of-the-sword,OCE,2017,3
83,TV Show,Space Force,USA,Comedy,True,7.0,41.0,AUS,https://flixpatrol.com/title/space-force,OCE,2020,5
84,Movie,The Kitchen,USA,Crime,False,5.2,21.0,AUS,https://flixpatrol.com/title/the-kitchen,OCE,2019,9
85,Documentary TV,The Last Dance,USA,Documentary,True,9.4,97.0,AUS,https://flixpatrol.com/title/the-last-dance,OCE,2020,4
86,Movie,Night School,USA,Comedy,False,5.6,27.0,AUS,https://flixpatrol.com/title/night-school-2018,OCE,2018,9
88,Movie,The Wrong Missy,USA,Comedy,True,5.6,25.0,AUS,https://flixpatrol.com/title/the-wrong-missy,OCE,2020,5
90,Movie,Mission: Impossible - Fallout,USA,Action,False,8.0,97.0,AUS,https://flixpatrol.com/title/mission-impossible-fallout,OCE,2018,7
92,Movie,Extraction,USA,Action,True,7.0,68.0,AUS,https://flixpatrol.com/title/extraction-2020,OCE,2020,4
94,Movie,Furious 7,USA,Action,False,7.4,80.0,AUS,https://flixpatrol.com/title/furious-7,OCE,2015,4
95,TV Show,Too Hot to Handle,USA,Reality-Show,True,4.2,37.0,AUS,https://flixpatrol.com/title/too-hot-to-handle,OCE,2020,4
96,Movie,Code 8,Canada,Science Fiction,False,6.1,79.0,AUS,https://flixpatrol.com/title/code-8,OCE,2019,12
97,Documentary TV,"Tiger King: Murder, Mayhem and Madness",USA,Documentary,True,8.1,36.416666666666664,AUS,https://flixpatrol.com/title/tiger-king-murder-mayhem-and-madness,OCE,2020,3
98,Movie,Coffee & Kareem,USA,Comedy,True,5.0,19.0,AUS,https://flixpatrol.com/title/coffee-kareem,OCE,2020,4
102,Movie,The Platform,Spain,Science Fiction,True,7.3,30.72,AUS,https://flixpatrol.com/title/the-platform,OCE,2020,3
104,Movie,"Love, Guaranteed",USA,Comedy,True,5.5,50.0,AUT,https://flixpatrol.com/title/love-guaranteed,EUR,2020,9
105,TV Show,Away,USA,Science Fiction,True,7.1,73.0,AUT,https://flixpatrol.com/title/away-2020,EUR,2020,9
106,Movie,Venom,USA,Superhero,False,7.1,29.0,AUT,https://flixpatrol.com/title/venom-2018,EUR,2018,10
107,TV Show,Cobra Kai,USA,Action,False,8.8,94.0,AUT,https://flixpatrol.com/title/cobra-kai,EUR,2018,5
108,Movie,Project Power,USA,Action,True,6.1,63.0,AUT,https://flixpatrol.com/title/project-power,EUR,2020,8
109,TV Show,Biohackers,Germany,Drama,True,5.5,53.26470588235294,AUT,https://flixpatrol.com/title/biohackers,EUR,2020,8
111,TV Show,The Umbrella Academy,USA,Superhero,True,8.3,82.0,AUT,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
112,Movie,Work It,USA,Comedy,True,6.1,47.11797752808989,AUT,https://flixpatrol.com/title/work-it-2020,EUR,2020,8
114,Movie,London Has Fallen,United Kingdom,Action,False,5.9,26.0,AUT,https://flixpatrol.com/title/london-has-fallen,EUR,2016,1
116,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,AUT,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7
117,TV Show,How to Sell Drugs Online (Fast),Germany,Comedy,True,8.0,90.0,AUT,https://flixpatrol.com/title/how-to-sell-drugs-online-fast,EUR,2019,5
118,Movie,Fantastic Beasts: The Crimes of Grindelwald,United Kingdom,Fantasy,False,7.0,40.0,AUT,https://flixpatrol.com/title/fantastic-beasts-the-crimes-of-grindelwald,EUR,2018,11
120,Movie,The Equalizer 2,USA,Action,False,7.1,51.0,AUT,https://flixpatrol.com/title/the-equalizer-2,EUR,2018,7
121,TV Show,The Blacklist,USA,Crime,True,8.1,91.0,AUT,https://flixpatrol.com/title/the-blacklist,EUR,2013,9
122,Movie,Desperados,USA,Comedy,True,5.1,15.0,AUT,https://flixpatrol.com/title/desperados-2020,EUR,2020,7
123,TV Show,Warrior Nun,USA,Fantasy,True,6.9,51.81,AUT,https://flixpatrol.com/title/warrior-nun,EUR,2020,7
124,Movie,365 Days,Poland,Romance,False,3.5,0.0,AUT,https://flixpatrol.com/title/365-days,EUR,2020,6
127,TV Show,Modern Family,USA,Comedy,False,8.4,61.40251572327044,AUT,https://flixpatrol.com/title/modern-family,EUR,2009,9
129,TV Show,Rick and Morty,USA,Animated,False,9.3,0.0,AUT,https://flixpatrol.com/title/rick-and-morty,EUR,2013,12
131,TV Show,13 Reasons Why,USA,Drama,True,8.4,39.0,AUT,https://flixpatrol.com/title/13-reasons-why,EUR,2017,3
132,Movie,War for the Planet of the Apes,USA,Science Fiction,False,7.5,93.0,AUT,https://flixpatrol.com/title/war-for-the-planet-of-the-apes,EUR,2017,7
133,TV Show,Space Force,USA,Comedy,True,7.0,41.0,AUT,https://flixpatrol.com/title/space-force,EUR,2020,5
134,Movie,Ted,USA,Comedy,False,7.0,41.0,AUT,https://flixpatrol.com/title/ted,EUR,2012,6
135,TV Show,Dynasty,USA,Drama,True,5.9,80.0,AUT,https://flixpatrol.com/title/dynasty-2017,EUR,2017,10
136,Movie,The Wrong Missy,USA,Comedy,True,5.6,25.0,AUT,https://flixpatrol.com/title/the-wrong-missy,EUR,2020,5
137,TV Show,White Lines,United Kingdom,Crime,True,6.1,64.0,AUT,https://flixpatrol.com/title/white-lines,EUR,2020,5
139,TV Show,Too Hot to Handle,USA,Reality-Show,True,4.2,37.0,AUT,https://flixpatrol.com/title/too-hot-to-handle,EUR,2020,4
140,Movie,Gifted,USA,Drama,False,7.6,73.0,AUT,https://flixpatrol.com/title/gifted,EUR,2017,4
141,TV Show,Never Have I Ever,USA,Comedy,True,7.8,98.0,AUT,https://flixpatrol.com/title/never-have-i-ever,EUR,2020,4
142,Movie,Extraction,USA,Action,True,7.0,68.0,AUT,https://flixpatrol.com/title/extraction-2020,EUR,2020,4
144,Movie,Furious 7,USA,Action,False,7.4,80.0,AUT,https://flixpatrol.com/title/furious-7,EUR,2015,4
146,Movie,The Meg,USA,Horror,False,6.7,46.0,AUT,https://flixpatrol.com/title/the-meg,EUR,2018,8
147,TV Show,Money Heist,Spain,Action,True,8.4,93.0,AUT,https://flixpatrol.com/title/money-heist,EUR,2017,5
148,Documentary,Money Heist: The Phenomenon,Spain,Documentary,True,7.8,75.38461538461539,AUT,https://flixpatrol.com/title/money-heist-the-phenomenon,EUR,2020,4
150,Movie,The Platform,Spain,Science Fiction,True,7.3,30.72,AUT,https://flixpatrol.com/title/the-platform,EUR,2020,3
151,TV Show,Freud,Austria,Drama,True,6.7,50.0,AUT,https://flixpatrol.com/title/freud,EUR,2020,3
154,Movie,Sing,USA,Animated,False,7.3,47.0,BEL,https://flixpatrol.com/title/sing,EUR,2016,12
155,TV Show,Away,USA,Science Fiction,True,7.1,73.0,BEL,https://flixpatrol.com/title/away-2020,EUR,2020,9
156,Movie,Santana,South Africa,Action,False,3.9,1.125,BEL,https://flixpatrol.com/title/santana,EUR,2020,8
157,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,BEL,https://flixpatrol.com/title/lucifer,EUR,2016,1
158,Movie,Project Power,USA,Action,True,6.1,63.0,BEL,https://flixpatrol.com/title/project-power,EUR,2020,8
161,TV Show,The Umbrella Academy,USA,Superhero,True,8.3,82.0,BEL,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
162,Movie,Work It,USA,Comedy,True,6.1,47.11797752808989,BEL,https://flixpatrol.com/title/work-it-2020,EUR,2020,8
164,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,BEL,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7
167,TV Show,Cursed,USA,Fantasy,True,5.1,69.0,BEL,https://flixpatrol.com/title/cursed-2020,EUR,2020,7
168,Movie,The Old Guard,USA,Superhero,True,8.2,80.0,BEL,https://flixpatrol.com/title/the-old-guard,EUR,2020,7
171,TV Show,Warrior Nun,USA,Fantasy,True,6.9,51.81,BEL,https://flixpatrol.com/title/warrior-nun,EUR,2020,7
172,Movie,365 Days,Poland,Romance,False,3.5,0.0,BEL,https://flixpatrol.com/title/365-days,EUR,2020,6
177,TV Show,The Order,USA,Fantasy,True,6.9,100.0,BEL,https://flixpatrol.com/title/the-order-2019,EUR,2019,3
179,TV Show,13 Reasons Why,USA,Drama,True,8.4,39.0,BEL,https://flixpatrol.com/title/13-reasons-why,EUR,2017,3
182,Movie,The Tuxedo,USA,Comedy,False,5.3,22.0,BEL,https://flixpatrol.com/title/the-tuxedo,EUR,2002,9
183,TV Show,Space Force,USA,Comedy,True,7.0,41.0,BEL,https://flixpatrol.com/title/space-force,EUR,2020,5
184,Movie,Ted,USA,Comedy,False,7.0,41.0,BEL,https://flixpatrol.com/title/ted,EUR,2012,6
185,TV Show,Dynasty,USA,Drama,True,5.9,80.0,BEL,https://flixpatrol.com/title/dynasty-2017,EUR,2017,10
186,Movie,The Wrong Missy,USA,Comedy,True,5.6,25.0,BEL,https://flixpatrol.com/title/the-wrong-missy,EUR,2020,5
187,TV Show,White Lines,United Kingdom,Crime,True,6.1,64.0,BEL,https://flixpatrol.com/title/white-lines,EUR,2020,5
189,Documentary TV,The Last Dance,USA,Documentary,True,9.4,97.0,BEL,https://flixpatrol.com/title/the-last-dance,EUR,2020,4
190,Movie,Dangerous Lies,USA,Thriller,True,5.7,41.0,BEL,https://flixpatrol.com/title/dangerous-lies,EUR,2020,4
191,TV Show,Into the Night,Belgium,Science Fiction,True,7.2,76.0,BEL,https://flixpatrol.com/title/into-the-night-2020,EUR,2020,5
192,Movie,Extraction,USA,Action,True,7.0,68.0,BEL,https://flixpatrol.com/title/extraction-2020,EUR,2020,4
193,TV Show,Never Have I Ever,USA,Comedy,True,7.8,98.0,BEL,https://flixpatrol.com/title/never-have-i-ever,EUR,2020,4
194,Movie,Despicable Me 2,USA,Animated,False,7.4,73.0,BEL,https://flixpatrol.com/title/despicable-me-2,EUR,2013,6
195,TV Show,Too Hot to Handle,USA,Reality-Show,True,4.2,37.0,BEL,https://flixpatrol.com/title/too-hot-to-handle,EUR,2020,4
196,Movie,Central Intelligence,USA,Action,False,6.4,69.0,BEL,https://flixpatrol.com/title/central-intelligence,EUR,2016,6
197,TV Show,Money Heist,Spain,Action,True,8.4,93.0,BEL,https://flixpatrol.com/title/money-heist,EUR,2017,5
198,Documentary,Money Heist: The Phenomenon,Spain,Documentary,True,7.8,75.38461538461539,BEL,https://flixpatrol.com/title/money-heist-the-phenomenon,EUR,2020,4
200,Movie,Miracle in Cell No. 7,Turkey,Drama,False,8.3,84.50735294117646,BEL,https://flixpatrol.com/title/miracle-in-cell-no-7,EUR,2019,10
201,TV Show,Toy Boy,Spain,Crime,True,6.5,38.16,BEL,https://flixpatrol.com/title/toy-boy-2019,EUR,2019,9
202,Movie,The Platform,Spain,Science Fiction,True,7.3,30.72,BEL,https://flixpatrol.com/title/the-platform,EUR,2020,3
203,TV Show,Elite,Spain,Crime,True,7.6,97.0,BEL,https://flixpatrol.com/title/elite,EUR,2018,10
204,Movie,#Alive,South Korea,Horror,False,6.2,86.0,BGD,https://flixpatrol.com/title/alive-2020,ASI,2020,9
205,TV Show,Masaba Masaba,India,Comedy,True,6.8,44.7037037037037,BGD,https://flixpatrol.com/title/masaba-masaba,ASI,2020,8
206,Movie,Aquaman,USA,Superhero,False,7.7,65.0,BGD,https://flixpatrol.com/title/aquaman,ASI,2018,12
208,Movie,Class of '83,India,Drama,False,7.7,20.0,BGD,https://flixpatrol.com/title/class-of-83,ASI,2020,8
209,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,BGD,https://flixpatrol.com/title/lucifer,ASI,2016,1
210,Movie,"Love, Guaranteed",USA,Comedy,True,5.5,50.0,BGR,https://flixpatrol.com/title/love-guaranteed,EUR,2020,9
211,TV Show,Away,USA,Science Fiction,True,7.1,73.0,BGR,https://flixpatrol.com/title/away-2020,EUR,2020,9
212,Movie,Project Power,USA,Action,True,6.1,63.0,BGR,https://flixpatrol.com/title/project-power,EUR,2020,8
213,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,BGR,https://flixpatrol.com/title/lucifer,EUR,2016,1
217,TV Show,The Umbrella Academy,USA,Superhero,True,8.3,82.0,BGR,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
218,Movie,Work It,USA,Comedy,True,6.1,47.11797752808989,BGR,https://flixpatrol.com/title/work-it-2020,EUR,2020,8
220,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,BGR,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7
223,TV Show,Cursed,USA,Fantasy,True,5.1,69.0,BGR,https://flixpatrol.com/title/cursed-2020,EUR,2020,7
224,Movie,The Old Guard,USA,Superhero,True,8.2,80.0,BGR,https://flixpatrol.com/title/the-old-guard,EUR,2020,7
227,TV Show,Warrior Nun,USA,Fantasy,True,6.9,51.81,BGR,https://flixpatrol.com/title/warrior-nun,EUR,2020,7
228,Movie,365 Days,Poland,Romance,False,3.5,0.0,BGR,https://flixpatrol.com/title/365-days,EUR,2020,6
231,TV Show,Dark,Germany,Mystery,True,8.7,94.0,BGR,https://flixpatrol.com/title/dark-2017,EUR,2017,12
233,TV Show,The Order,USA,Fantasy,True,6.9,100.0,BGR,https://flixpatrol.com/title/the-order-2019,EUR,2019,3
237,TV Show,13 Reasons Why,USA,Drama,True,8.4,39.0,BGR,https://flixpatrol.com/title/13-reasons-why,EUR,2017,3
238,Movie,Venom,USA,Superhero,False,7.1,29.0,BGR,https://flixpatrol.com/title/venom-2018,EUR,2018,10
239,TV Show,Rick and Morty,USA,Animated,False,9.3,0.0,BGR,https://flixpatrol.com/title/rick-and-morty,EUR,2013,12
240,Movie,Harry Potter and the Philosopher's Stone,United Kingdom,Fantasy,False,7.5,50.52054794520548,BGR,https://flixpatrol.com/title/harry-potter-and-the-philosophers-stone,EUR,2001,11
241,Documentary TV,History 101,United Kingdom,Documentary,True,6.0,21.0,BGR,https://flixpatrol.com/title/history-101,EUR,2020,5
244,Movie,The Wrong Missy,USA,Comedy,True,5.6,25.0,BGR,https://flixpatrol.com/title/the-wrong-missy,EUR,2020,5
246,Movie,Extraction,USA,Action,True,7.0,68.0,BGR,https://flixpatrol.com/title/extraction-2020,EUR,2020,4
247,Documentary TV,The Last Dance,USA,Documentary,True,9.4,97.0,BGR,https://flixpatrol.com/title/the-last-dance,EUR,2020,4
249,TV Show,Never Have I Ever,USA,Comedy,True,7.8,98.0,BGR,https://flixpatrol.com/title/never-have-i-ever,EUR,2020,4
250,Movie,Recep Ivedik 6,Turkey,Comedy,False,2.8,0.0,BGR,https://flixpatrol.com/title/recep-ivedik-6,EUR,2019,11
251,TV Show,Too Hot to Handle,USA,Reality-Show,True,4.2,37.0,BGR,https://flixpatrol.com/title/too-hot-to-handle,EUR,2020,4
253,TV Show,Money Heist,Spain,Action,True,8.4,93.0,BGR,https://flixpatrol.com/title/money-heist,EUR,2017,5
254,Documentary,Money Heist: The Phenomenon,Spain,Documentary,True,7.8,75.38461538461539,BGR,https://flixpatrol.com/title/money-heist-the-phenomenon,EUR,2020,4
256,Movie,The Platform,Spain,Science Fiction,True,7.3,30.72,BGR,https://flixpatrol.com/title/the-platform,EUR,2020,3
257,TV Show,Freud,Austria,Drama,True,6.7,50.0,BGR,https://flixpatrol.com/title/freud,EUR,2020,3
260,Movie,The Emoji Movie,USA,Animated,False,1.4,8.0,BOL,https://flixpatrol.com/title/the-emoji-movie,AME,2017,7
261,TV Show,Cobra Kai,USA,Action,False,8.8,94.0,BOL,https://flixpatrol.com/title/cobra-kai,AME,2018,5
264,Movie,Escape Plan,USA,Action,False,6.8,49.0,BOL,https://flixpatrol.com/title/escape-plan,AME,2013,11
265,TV Show,Lucifer,USA,Superhero,True,8.3,87.0,BOL,https://flixpatrol.com/title/lucifer,AME,2016,1
266,Movie,Project Power,USA,Action,True,6.1,63.0,BOL,https://flixpatrol.com/title/project-power,AME,2020,8
268,Movie,Wonder,USA,Drama,False,8.0,93.0,BOL,https://flixpatrol.com/title/wonder,AME,2017,11
269,TV Show,The Seven Deadly Sins,Japan,Animation,True,8.2,71.72121212121212,BOL,https://flixpatrol.com/title/the-seven-deadly-sins,AME,2014,10
271,TV Show,Locked Up,Spain,Drama,True,8.3,100.0,BOL,https://flixpatrol.com/title/locked-up,AME,2015,4
272,Movie,The Kissing Booth 2,United Kingdom,Romance,True,6.2,28.0,BOL,https://flixpatrol.com/title/the-kissing-booth-2,AME,2020,7
273,TV Show,Dark Desire,Mexico,Drama,True,7.5,50.52054794520548,BOL,https://flixpatrol.com/title/dark-desire,AME,2020,7
274,Movie,Norbit,USA,Comedy,False,3.9,9.0,BOL,https://flixpatrol.com/title/norbit,AME,2007,2
276,Movie,The Old Guard,USA,Superhero,True,8.2,80.0,BOL,https://flixpatrol.com/title/the-old-guard,AME,2020,7
278,Movie,American Assassin,USA,Action,False,7.0,35.0,BOL,https://flixpatrol.com/title/american-assassin,AME,2017,9
279,TV Show,Dark,Germany,Mystery,True,8.7,94.0,BOL,https://flixpatrol.com/title/dark-2017,AME,2017,12
280,Movie,Baby Driver,USA,Action,False,7.8,92.0,BOL,https://flixpatrol.com/title/baby-driver,AME,2017,6
282,Movie,Feel the Beat,USA,Comedy,True,6.4,46.0,BOL,https://flixpatrol.com/title/feel-the-beat-2020,AME,2020,6
284,Movie,365 Days,Poland,Romance,False,3.5,0.0,BOL,https://flixpatrol.com/title/365-days,AME,2020,6
287,TV Show,13 Reasons Why,USA,Drama,True,8.4,39.0,BOL,https://flixpatrol.com/title/13-reasons-why,AME,2017,3
288,Movie,Grown Ups,USA,Comedy,False,6.0,10.0,BOL,https://flixpatrol.com/title/grown-ups,AME,2010,6
289,Documentary TV,Jeffrey Epstein: Filthy Rich,USA,Documentary,True,7.2,79.0,BOL,https://flixpatrol.com/title/jeffrey-epstein-filthy-rich,AME,2020,5
290,Movie,Ted,USA,Comedy,False,7.0,41.0,BOL,https://flixpatrol.com/title/ted,AME,2012,6
291,TV Show,Control Z,Mexico,Drama,True,7.0,67.0,BOL,https://flixpatrol.com/title/control-z,AME,2020,5
292,Movie,Going in Style,USA,Comedy,False,6.8,49.0,BOL,https://flixpatrol.com/title/going-in-style,AME,2017,4
293,TV Show,Boys Over Flowers,South Korea,Drama,False,8.1,36.416666666666664,BOL,https://flixpatrol.com/title/boys-over-flowers,AME,2009,1
294,Movie,The Wrong Missy,USA,Comedy,True,5.6,25.0,BOL,https://flixpatrol.com/title/the-wrong-missy,AME,2020,5
295,TV Show,Valeria,Spain,Drama,True,5.8,26.210526315789473,BOL,https://flixpatrol.com/title/valeria,AME,2020,5
296,Movie,Space Jam,USA,Comedy,False,6.3,38.0,BOL,https://flixpatrol.com/title/space-jam,AME,1996,11
297,TV Show,Never Have I Ever,USA,Comedy,True,7.8,98.0,BOL,https://flixpatrol.com/title/never-have-i-ever,AME,2020,4
298,Movie,Dangerous Lies,USA,Thriller,True,5.7,41.0,BOL,https://flixpatrol.com/title/dangerous-lies,AME,2020,4
300,Movie,Focus,USA,Crime,False,6.6,56.0,BOL,https://flixpatrol.com/title/focus,AME,2015,2
301,TV Show,Too Hot to Handle,USA,Reality-Show,True,4.2,37.0,BOL,https://flixpatrol.com/title/too-hot-to-handle,AME,2020,4
302,Movie,Love. Wedding. Repeat,Italy,Comedy,True,5.5,34.0,BOL,https://flixpatrol.com/title/love-wedding-repeat,AME,2020,4
303,TV Show,Money Heist,Spain,Action,True,8.4,93.0,BOL,https://flixpatrol.com/title/money-heist,AME,2017,5
304,Documentary,Money Heist: The Phenomenon,Spain,Documentary,True,7.8,75.38461538461539,BOL,https://flixpatrol.com/title/money-heist-the-phenomenon,AME,2020,4
306,Movie,Miracle in Cell No. 7,Turkey,Drama,False,8.3,84.50735294117646,BOL,https://flixpatrol.com/title/miracle-in-cell-no-7,AME,2019,10
