,Title,Type,Premiere,Genre,WM
488,The Big Bang Theory,TV Show,2007.0,Comedy,36.4
489,Thicker Than Water,TV Show,2023.0,Crime,36.3
490,Chris Rock: Selective Outrage,Movie,2023.0,Stand-Up,36.2
491,Madre solo hay dos,TV Show,2021.0,Comedy,36.2
492,Grown Ups,Movie,2010.0,Comedy,36.2
493,Let Him Go,Movie,2020.0,Crime,36.2
494,Outlander,TV Show,2014.0,Drama,36.2
495,Against the Ropes,TV Show,2023.0,Drama,36.1
496,Ozark,TV Show,2017.0,Drama,36.1
497,A Quiet Place Part II,Movie,2021.0,Horror,36.0
498,My Little Pony: Friendship Is Magic,TV Show,2010.0,Animation,36.0
499,Power Rangers,TV Show,1993.0,Action,36.0
500,Hotel Transylvania,Movie,2012.0,Animation,35.9
501,The Office,TV Show,2005.0,Comedy,35.9
502,Ancient Apocalypse,TV Show,2022.0,Documentary,35.8
503,Missing,Movie,2023.0,Thriller,35.8
504,Virgin River,TV Show,2019.0,Drama,35.8
505,Queen Cleopatra,TV Show,2023.0,Documentary,35.7
506,Shameless,TV Show,2011.0,Comedy,35.6
507,Record of Ragnarok,TV Show,2021.0,Animation,35.5
508,The Boss Baby: Back in the Crib,TV Show,2022.0,Animation,35.5
509,Wish Dragon,Movie,2021.0,Animation,35.4
510,Unstable,TV Show,2023.0,Comedy,35.3
511,Bling Empire: New York,TV Show,2023.0,Reality-Show,35.2
512,Grey's Anatomy,TV Show,2005.0,Drama,35.2
513,King the Land,TV Show,2023.0,Comedy,35.2
514,The Big Bang Theory,TV Show,2007.0,Comedy,35.2
515,Hospital Playlist,TV Show,2020.0,Drama,35.0
516,Keep Breathing,TV Show,2022.0,Thriller,35.0
517,The Big Bang Theory,TV Show,2007.0,Comedy,35.0
518,Bad Boys for Life,Movie,2020.0,Action,34.9
519,The Big Bang Theory,TV Show,2007.0,Comedy,34.8
520,Inventing Anna,TV Show,2022.0,Drama,34.8
521,The Cartel,TV Show,2008.0,Crime,34.6
522,That Girl Lay Lay,TV Show,2021.0,Comedy,34.6
523,The Big Bang Theory,TV Show,2007.0,Comedy,34.6
524,The Big Bang Theory,TV Show,2007.0,Comedy,34.6
525,Unlock My Boss,TV Show,2022.0,Crime,34.5
526,Bullet Train,Movie,2022.0,Action,34.4
527,How to Get Away with Murder,TV Show,2014.0,Crime,34.3
528,Pressure Cooker,TV Show,2023.0,Reality-Show,34.3
529,Cocomelon,TV Show,2020.0,Animation,34.2
530,Shameless,TV Show,2011.0,Comedy,34.1
531,Vikings,TV Show,2013.0,History,34.1
532,Cobra Kai,TV Show,2018.0,Action,34.0
533,Grey's Anatomy,TV Show,2005.0,Drama,34.0
534,Jurassic World,Movie,2015.0,Science Fiction,34.0
535,Riverdale,TV Show,2017.0,Superhero,34.0
536,How to Get Rich,TV Show,2023.0,Documentary,33.9
537,Prisoners,Movie,2013.0,Thriller,33.9
538,Grey's Anatomy,TV Show,2005.0,Drama,33.8
539,Forecasting Love and Weather,TV Show,2022.0,Comedy,33.8
540,Gabby's Dollhouse,TV Show,2021.0,Animation,33.8
541,The Bastard Son & the Devil Himself,TV Show,2022.0,Fantasy,33.8
542,Money Heist,TV Show,2017.0,Action,33.7
543,Seinfeld,TV Show,1989.0,Comedy,33.7
544,The 100,TV Show,2014.0,Science Fiction,33.7
545,Teen Titans Go!,TV Show,2013.0,Animation,33.5
546,White Noise,Movie,2022.0,Drama,33.5
547,The American Barbecue Showdown,TV Show,2020.0,Reality-Show,33.4
548,La Piloto,TV Show,2017.0,Drama,33.4
549,The Witcher,TV Show,2019.0,Fantasy,33.4
550,The Crown,TV Show,2016.0,History,33.3
551,Outlander,TV Show,2014.0,Drama,33.2
552,Peaky Blinders,TV Show,2013.0,Drama,33.2
553,Shameless,TV Show,2011.0,Comedy,33.1
554,The Crown,TV Show,2016.0,History,33.1
555,S.W.A.T.,TV Show,2017.0,Crime,33.0
556,Shooter,TV Show,2016.0,Action,33.0
557,Through My Window,Movie,2022.0,Comedy,33.0
558,Gabby's Dollhouse,TV Show,2021.0,Animation,32.9
559,The Big Bang Theory,TV Show,2007.0,Comedy,32.8
560,Nevertheless,TV Show,2021.0,Drama,32.8
561,Good Girls,TV Show,2018.0,Comedy,32.7
562,The Bad Guys,Movie,2022.0,Animation,32.7
563,Orange Is the New Black,TV Show,2013.0,Drama,32.6
564,Outlander,TV Show,2014.0,Drama,32.5
565,Devil in Ohio,TV Show,2022.0,Crime,32.4
566,Jane the Virgin,TV Show,2014.0,Comedy,32.4
567,Our Planet,TV Show,2019.0,Documentary,32.4
568,The Flash,TV Show,2014.0,Superhero,32.4
569,Grey's Anatomy,TV Show,2005.0,Drama,32.3
570,My Name,TV Show,2021.0,Thriller,32.3
571,Shameless,TV Show,2011.0,Comedy,32.3
572,Shooter,Movie,2007.0,Thriller,32.3
573,Friends,TV Show,1994.0,Comedy,32.2
574,Cobra Kai,TV Show,2018.0,Action,32.1
575,High Water,TV Show,2022.0,Drama,32.1
576,Hospital Playlist,TV Show,2020.0,Drama,32.1
577,Me Time,Movie,2022.0,Comedy,32.1
578,My Name Is Vendetta,Movie,2022.0,Thriller,32.1
579,The Fabulous,TV Show,2022.0,Comedy,32.0
580,Oddballs,TV Show,2022.0,Animation,31.9
581,Pitch Perfect,Movie,2012.0,Musical,31.9
582,The Seven Deadly Sins,TV Show,2014.0,Animation,31.9
583,Unauthorized Living,TV Show,2018.0,Drama,31.8
584,13 Reasons Why,TV Show,2017.0,Drama,31.7
585,Over the Hedge,Movie,2006.0,Animation,31.7
586,Our Beloved Summer,TV Show,2021.0,Comedy,31.6
587,Good Girls,TV Show,2018.0,Comedy,31.5
588,Rabo de Peixe,TV Show,2023.0,Thriller,31.5
589,The SpongeBob Movie: Sponge on the Run,Movie,2020.0,Animation,31.4
590,Good Girls,TV Show,2018.0,Comedy,31.3
591,Pokémon: Ultimate Journeys,TV Show,,Animation,31.3
592,Mission Majnu,Movie,2023.0,Action,31.2
593,Peaky Blinders,TV Show,2013.0,Drama,31.2
594,Bad Boys II,Movie,2003.0,Action,31.1
595,Betty en NY,TV Show,2019.0,Comedy,31.1
596,El Chapo,TV Show,2017.0,Drama,31.1
597,Rise of Empires: Ottoman,TV Show,2020.0,History,31.1
598,Where the Crawdads Sing,Movie,2022.0,Crime,31.0
599,The Sea Beyond,TV Show,2020.0,Drama,31.0
600,The Sea Beyond,TV Show,2020.0,Drama,31.0
601,Anne with an E,TV Show,2017.0,Drama,30.9
602,Dead to Me,TV Show,2019.0,Drama,30.9
603,My Lover My Killer,TV Show,2021.0,Documentary,30.8
604,Still Time,Movie,2022.0,Comedy,30.8
605,Hunter x Hunter,TV Show,2011.0,Animation,30.7
606,Awaken,TV Show,2020.0,Crime,30.6
607,Enola Holmes 2,Movie,2022.0,Adventure,30.6
608,Indian Matchmaking,TV Show,2020.0,Reality-Show,30.6
609,The Umbrella Academy,TV Show,2019.0,Superhero,30.6
610,Break Point,TV Show,2023.0,Documentary,30.5
611,Minions & More Volume 2,Movie,2022.0,Animation,30.5
612,Money Heist,TV Show,2017.0,Action,30.4
613,Outlander,TV Show,2014.0,Drama,30.4
614,Shameless,TV Show,2011.0,Comedy,30.4
615,Downton Abbey,TV Show,2010.0,History,30.3
616,Love at First Kiss,Movie,2023.0,Comedy,30.3
617,Pedro El Escamoso,TV Show,2001.0,Drama,30.3
618,Start-Up,TV Show,2020.0,Drama,30.3
619,Tonight You're Sleeping with Me,Movie,2023.0,Romance,30.3
620,Grey's Anatomy,TV Show,2005.0,Drama,30.2
621,Narcos: Mexico,TV Show,2018.0,Crime,30.2
622,"Acero, Woman of Steel",TV Show,2014.0,Crime,30.2
623,The Adam Project,Movie,2022.0,Science Fiction,30.1
624,The Last Dance,TV Show,2020.0,Documentary,30.1
625,Alba,TV Show,2021.0,Drama,30.1
626,DC Super Hero Girls,TV Show,2019.0,Animation,30.1
627,In His Shadow,Movie,2023.0,Crime,30.1
628,Love Is Blind: Brazil,TV Show,2021.0,Reality-Show,30.1
629,Penguins of Madagascar,Movie,2014.0,Animation,30.1
630,Sniper: Ghost Shooter,Movie,2016.0,Action,30.1
631,Spenser Confidential,Movie,2020.0,Crime,30.1
632,Elite,TV Show,2018.0,Crime,30.0
633,I See You,Movie,2019.0,Crime,30.0
634,The Good Nurse,Movie,2022.0,Thriller,30.0
635,All American: Homecoming,TV Show,2022.0,Drama,29.9
636,Brooklyn Nine-Nine,TV Show,2013.0,Comedy,29.9
637,Godless,TV Show,2017.0,Western,29.9
638,Riverdale,TV Show,2017.0,Superhero,29.9
639,Flower of Evil,TV Show,2020.0,Drama,29.8
640,Invisible City,TV Show,2021.0,Thriller,29.8
641,The Rookie,TV Show,2018.0,Crime,29.8
642,Anne with an E,TV Show,2017.0,Drama,29.7
643,Is It Cake?,TV Show,2022.0,Reality-Show,29.7
644,Mrs. Chatterjee Vs Norway,Movie,2023.0,Drama,29.6
645,The Crown,TV Show,2016.0,History,29.6
646,The Midnight Club,TV Show,2022.0,Horror,29.6
647,The Office,TV Show,2005.0,Comedy,29.6
648,Fate: The Winx Saga,TV Show,2021.0,Fantasy,29.5
649,Invisible City,TV Show,2021.0,Thriller,29.5
650,Itaewon Class,TV Show,2020.0,Drama,29.5
651,Locked Up,TV Show,2015.0,Drama,29.5
652,Noah,Movie,2014.0,Drama,29.5
653,RRR,Movie,2022.0,Action,29.4
654,Yes Day,Movie,2021.0,Comedy,29.4
655,You Do You,Movie,2023.0,Comedy,29.4
656,A Girl and an Astronaut,TV Show,2023.0,Science Fiction,29.3
657,Alvinnn!!! and The Chipmunks,TV Show,2015.0,Animation,29.3
658,Close to Home: Murder in the Coalfield,TV Show,2022.0,Crime,29.3
659,Echoes,TV Show,2022.0,Thriller,29.2
660,Sharkdog,TV Show,2021.0,Animation,29.2
661,The Office,TV Show,2005.0,Comedy,29.2
662,Designated Survivor,TV Show,2016.0,Action,29.2
663,Peppa Pig,TV Show,2004.0,Animation,29.1
664,Titans,TV Show,2018.0,Superhero,29.1
665,Day Shift,Movie,2022.0,Fantasy,29.0
666,Married at First Sight,TV Show,2014.0,Reality-Show,29.0
667,Power Rangers,TV Show,1993.0,Action,29.0
668,Vikings,TV Show,2013.0,History,29.0
669,Demon Slayer: Kimetsu no Yaiba,TV Show,2019.0,Animation,28.9
670,The Man From Toronto,Movie,2022.0,Action,28.9
671,Trolls World Tour,Movie,2020.0,Animation,28.9
672,Grey's Anatomy,TV Show,2005.0,Drama,28.8
673,Teen Titans Go!,TV Show,2013.0,Animation,28.8
674,The Irishman,Movie,2019.0,Drama,28.8
675,The Swimmers,Movie,2022.0,Sports,28.8
676,Virgin River,TV Show,2019.0,Drama,28.7
677,Arrow,TV Show,2012.0,Superhero,28.6
678,Cobra Kai,TV Show,2018.0,Action,28.6
679,Lost in Space,TV Show,2018.0,Science Fiction,28.6
680,Princess Power,TV Show,2023.0,Animation,28.6
681,Riverdale,TV Show,2017.0,Superhero,28.6
682,Sky Rojo,TV Show,2021.0,Crime,28.6
683,Trollhunters: Tales of Arcadia,TV Show,2016.0,Animation,28.5
684,Cobra Kai,TV Show,2018.0,Action,28.4
685,Fauda,TV Show,2015.0,Action,28.4
686,Honest Thief,Movie,2020.0,Action,28.3
687,Tex Mex Motors,TV Show,2023.0,Reality-Show,28.3
688,Transformers: Revenge of the Fallen,Movie,2009.0,Science Fiction,28.3
689,Virgin River,TV Show,2019.0,Drama,28.3
690,Henry Danger,TV Show,2014.0,Comedy,28.2
691,The Hunger Games: Catching Fire,Movie,2013.0,Science Fiction,28.2
692,The Loud House,TV Show,2016.0,Animation,28.2
693,Army of Thieves,Movie,2021.0,Action,28.1
694,Fifty Shades Darker,Movie,2017.0,Romance,28.1
695,The Deep End of the Ocean,Movie,1999.0,Drama,28.1
696,The Hangover,Movie,2009.0,Comedy,28.1
697,The Old Guard,Movie,2020.0,Action,28.1
698,Transformers: Dark of the Moon,Movie,2011.0,Science Fiction,28.1
699,Workin' Moms,TV Show,2017.0,Comedy,28.1
700,Gymnastics Academy: A Second Chance,TV Show,2022.0,Drama,28.0
701,Naruto,TV Show,2002.0,Animation,28.0
702,Orange Is the New Black,TV Show,2013.0,Drama,28.0
703,The Angry Birds Movie,Movie,2016.0,Animation,28.0
704,Anne with an E,TV Show,2017.0,Drama,27.9
705,Cry Babies Magic Tears,TV Show,2018.0,Animation,27.9
706,Harry Potter and the Philosopher's Stone,Movie,2001.0,Fantasy,27.9
707,How I Became a Gangster,Movie,2019.0,Crime,27.9
708,Peppa Pig,TV Show,2004.0,Animation,27.9
709,Sex Education,TV Show,2019.0,Comedy,27.9
710,The Cook of Castamar,TV Show,2021.0,Drama,27.9
711,Fauda,TV Show,2015.0,Action,27.8
712,Locke & Key,TV Show,2020.0,Superhero,27.8
713,Our Universe,TV Show,2022.0,Documentary,27.8
714,Peppa Pig,TV Show,2004.0,Animation,27.8
715,Run On,TV Show,2020.0,Drama,27.8
716,Sonic Boom,TV Show,2014.0,Animation,27.8
717,Tale of the Nine Tailed,TV Show,2020.0,Horror,27.7
718,The Flash,TV Show,2014.0,Superhero,27.7
719,Class,TV Show,2023.0,Drama,27.7
720,Heartbreak High,TV Show,2022.0,Drama,27.7
721,Rebelde Way,TV Show,2002.0,Comedy,27.7
722,Brooklyn Nine-Nine,TV Show,2013.0,Comedy,27.6
723,Hit & Run,TV Show,2021.0,Thriller,27.6
724,Kung Fu Panda 3,Movie,2016.0,Animation,27.6
725,Mindhunter,TV Show,2017.0,Crime,27.6
726,Shadowhunters,TV Show,2016.0,Horror,27.6
727,The Chosen,TV Show,2019.0,Drama,27.6
728,The Uncanny Counter,TV Show,2020.0,Fantasy,27.6
729,Oh My Venus,TV Show,2015.0,Comedy,27.5
730,Riverdale,TV Show,2017.0,Superhero,27.5
731,Teen Wolf,TV Show,2011.0,Fantasy,27.5
732,Vivo,Movie,2021.0,Animation,27.5
733,El Dragón: Return of a Warrior,TV Show,2019.0,Action,27.4
734,Remarriage & Desires,TV Show,2022.0,Drama,27.4
735,"Acero, Woman of Steel",TV Show,2014.0,Crime,27.4
736,Shadowhunters,TV Show,2016.0,Horror,27.4
737,Army of the Dead,Movie,2021.0,Action,27.3
738,Dr. Romantic,TV Show,2016.0,Drama,27.3
739,Hotel Transylvania 3: Summer Vacation,Movie,2018.0,Animation,27.3
740,Jurassic World: Camp Cretaceous,TV Show,2020.0,Animation,27.3
741,Mission: Impossible - Fallout,Movie,2018.0,Action,27.3
742,Noise,Movie,2023.0,Drama,27.3
743,Shanty Town,TV Show,2023.0,Crime,27.3
744,The Seven Deadly Sins,TV Show,2014.0,Animation,27.3
745,Shameless,TV Show,2011.0,Comedy,27.2
746,Zig and Sharko,TV Show,2011.0,Animation,27.2
747,Dynasty,TV Show,2017.0,Drama,27.1
748,Narcos,TV Show,2015.0,Drama,27.1
749,Sweet Home,TV Show,2020.0,Horror,27.1
750,Teen Wolf,TV Show,2011.0,Fantasy,27.1
751,The Imperfects,TV Show,2022.0,Science Fiction,27.1
752,The Longest Yard,Movie,2005.0,Drama,27.1
753,The Secret Life of Pets,Movie,2016.0,Animation,27.1
754,Tomorrow,TV Show,2022.0,Action,27.1
755,Tu Jhoothi Main Makkaar,Movie,2023.0,Romance,27.1
756,Unbelievable,TV Show,2019.0,Drama,27.1
757,Dark Desire,TV Show,2020.0,Drama,27.0
758,Grey's Anatomy,TV Show,2005.0,Drama,27.0
759,Little Baby Bum: Nursery Rhyme Friends,TV Show,2017.0,Animation,27.0
760,Seven Seconds,TV Show,2018.0,Crime,27.0
761,Dragged Across Concrete,Movie,2019.0,Crime,26.9
762,iCarly,TV Show,2007.0,Comedy,26.8
763,Junji Ito Maniac: Japanese Tales of the Macabre,TV Show,2023.0,Animation,26.8
764,Just Go with It,Movie,2011.0,Romance,26.8
765,Lady Chatterley's Lover,Movie,2022.0,Drama,26.8
766,"Acero, Woman of Steel",TV Show,2014.0,Crime,26.8
767,All American,TV Show,2018.0,Drama,26.7
768,Death Note,TV Show,2006.0,Animation,26.7
769,Jane the Virgin,TV Show,2014.0,Comedy,26.7
770,The Makanai: Cooking for the Maiko House,TV Show,2023.0,Drama,26.7
771,Better Than Us,TV Show,2018.0,Science Fiction,26.6
772,Downton Abbey,TV Show,2010.0,History,26.6
773,The Cartel,TV Show,2008.0,Crime,26.6
774,Insatiable,TV Show,2018.0,Drama,26.6
775,Lou,Movie,2022.0,Crime,26.6
776,Shameless,TV Show,2011.0,Comedy,26.6
777,Teletubbies,TV Show,2022.0,Animation,26.6
778,Ted,Movie,2012.0,Comedy,26.5
779,Triple Frontier,Movie,2019.0,Crime,26.5
780,Kung Fu Panda: The Dragon Knight,TV Show,2022.0,Animation,26.4
781,Slumberland,Movie,2022.0,Fantasy,26.4
782,Uncharted,Movie,2022.0,Adventure,26.4
783,Sex Education,TV Show,2019.0,Comedy,26.3
784,The Emoji Movie,Movie,2017.0,Animation,26.3
785,Ozark,TV Show,2017.0,Drama,26.3
786,A Korean Odyssey,TV Show,2017.0,Fantasy,26.2
787,Army of One,Movie,2020.0,Action,26.2
788,Knives Out,Movie,2019.0,Crime,26.2
789,Love Is Blind,TV Show,2020.0,Reality-Show,26.2
790,The Big Bang Theory,TV Show,2007.0,Comedy,26.2
791,Valeria,TV Show,2020.0,Drama,26.2
792,Anna Nicole Smith: You Don't Know Me,Movie,2023.0,Documentary,26.1
793,Sin senos sí hay paraíso,TV Show,2016.0,Crime,26.1
794,Sonic Boom,TV Show,2014.0,Animation,26.1
795,Downton Abbey,TV Show,2010.0,History,26.0
796,Jane the Virgin,TV Show,2014.0,Comedy,26.0
797,Locked Up,TV Show,2015.0,Drama,26.0
798,The Adventures of Puss in Boots,TV Show,2015.0,Animation,26.0
799,Dynasty,TV Show,2017.0,Drama,25.9
800,Grey's Anatomy,TV Show,2005.0,Drama,25.9
801,Juvenile Justice,TV Show,2022.0,Drama,25.9
802,The Patients of Dr. García,TV Show,2023.0,Drama,25.8
803,Hustle,Movie,2022.0,Drama,25.7
804,Narco-Saints,TV Show,2022.0,Crime,25.7
805,The Inmate,TV Show,2018.0,Drama,25.7
806,Whitney Houston: I Wanna Dance with Somebody,Movie,2022.0,Biography,25.7
807,Shooter,TV Show,2016.0,Action,25.6
808,Fate: The Winx Saga,TV Show,2021.0,Fantasy,25.5
809,Madagascar 3: Europe's Most Wanted,Movie,2012.0,Animation,25.5
810,My ID is Gangnam Beauty,TV Show,2018.0,Comedy,25.5
811,Raising Dion,TV Show,2019.0,Drama,25.5
812,The Loud House,TV Show,2016.0,Animation,25.4
813,The Perfect Find,Movie,2023.0,Comedy,25.4
814,Black Mirror,TV Show,2011.0,Science Fiction,25.4
815,Go Dog Go,TV Show,2021.0,Animation,25.4
816,Grey's Anatomy,TV Show,2005.0,Drama,25.4
817,La Bella y las Bestias,TV Show,2018.0,Action,25.4
818,Grey's Anatomy,TV Show,2005.0,Drama,25.3
819,NCIS,TV Show,2003.0,Crime,25.3
820,Sky Rojo,TV Show,2021.0,Crime,25.3
821,The Boss Baby: Back in Business,TV Show,2018.0,Animation,25.3
822,Don't Look Up,Movie,2021.0,Comedy,25.2
823,Fatherhood,Movie,2021.0,Comedy,25.2
824,Queen of the South,TV Show,2016.0,Drama,25.2
825,Resident Evil,TV Show,2022.0,Horror,25.2
826,Community,TV Show,2009.0,Comedy,25.1
827,The Stranger,TV Show,2020.0,Drama,25.1
828,365 Days,Movie,2020.0,Romance,25.0
829,The Karate Kid,Movie,2010.0,Action,25.0
830,El Dragón: Return of a Warrior,TV Show,2019.0,Action,24.9
831,Blindspot,TV Show,2015.0,Crime,24.8
832,Maya and the Three,TV Show,2021.0,Animation,24.8
833,Shehzada,Movie,2023.0,Action,24.8
834,Taxi Driver,TV Show,2021.0,Action,24.8
835,That Girl Lay Lay,TV Show,2021.0,Comedy,24.8
836,The Good Place,TV Show,2016.0,Comedy,24.8
837,Total Drama Island,TV Show,2007.0,Animation,24.8
838,Downton Abbey,TV Show,2010.0,History,24.7
839,Mako: Island of Secrets,TV Show,2013.0,Fantasy,24.7
840,Teen Titans Go!,TV Show,2013.0,Animation,24.7
841,The Umbrella Academy,TV Show,2019.0,Superhero,24.7
842,Young Sheldon,TV Show,2017.0,Comedy,24.7
843,Cry Babies Magic Tears,TV Show,2018.0,Animation,24.5
844,Downton Abbey,TV Show,2010.0,History,24.5
845,Heat,Movie,1995.0,Crime,24.5
846,Record of Youth,TV Show,2020.0,Drama,24.5
847,Teen Wolf,TV Show,2011.0,Fantasy,24.5
848,Krigsseileren,TV Show,2023.0,Drama,24.5
849,First Love,TV Show,2022.0,Drama,24.4
850,From Me to You: Kimi ni Todoke,TV Show,2023.0,Comedy,24.4
851,Hoarders,TV Show,2009.0,Documentary,24.4
852,Kitti Katz,TV Show,2023.0,Animation,24.4
853,Ben and Holly's Little Kingdom,TV Show,2009.0,Animation,24.3
854,Feel the Beat,Movie,2020.0,Comedy,24.3
855,Meteor Garden,TV Show,2018.0,Drama,24.3
856,Pup Academy,TV Show,2019.0,Comedy,24.3
857,Royal Doctor,TV Show,2023.0,Comedy,24.3
858,The Angry Birds Movie 2,Movie,2019.0,Animation,24.3
859,#NoFilter,TV Show,2023.0,Comedy,24.2
860,Black Mirror,TV Show,2011.0,Science Fiction,24.2
861,Jewish Matchmaking,TV Show,2023.0,Reality-Show,24.2
862,Nobody,Movie,2021.0,Action,24.2
863,Riverdale,TV Show,2017.0,Superhero,24.2
864,Warrior Nun,TV Show,2020.0,Fantasy,24.2
865,Dark,TV Show,2017.0,Thriller,24.1
866,Dr. Romantic,TV Show,2016.0,Drama,24.1
867,Zeytin Ağacı,TV Show,2022.0,Drama,24.0
868,Chimp Empire,TV Show,2023.0,Documentary,24.0
869,Downton Abbey,TV Show,2010.0,History,24.0
870,Her Mother's Killer,TV Show,2020.0,Drama,24.0
871,Instant Dream Home,TV Show,2022.0,Reality-Show,24.0
872,Make Me Believe,Movie,2023.0,Comedy,24.0
873,The Kissing Booth,Movie,2018.0,Comedy,24.0
874,The Mole,TV Show,2022.0,Reality-Show,24.0
875,The Seven Deadly Sins,TV Show,2014.0,Animation,24.0
876,We're the Millers,Movie,2013.0,Comedy,24.0
877,Gabby's Dollhouse,TV Show,2021.0,Animation,23.9
878,Rango,Movie,2011.0,Animation,23.9
879,Sniper: Ultimate Kill,Movie,2017.0,Action,23.9
880,The Good Doctor,TV Show,2017.0,Drama,23.9
881,The SpongeBob SquarePants Movie,Movie,2004.0,Animation,23.9
882,All American,TV Show,2018.0,Drama,23.8
883,How to Get Away with Murder,TV Show,2014.0,Crime,23.8
884,Soy Georgina,TV Show,2022.0,Reality-Show,23.8
885,Anatomy of a Scandal,TV Show,2022.0,Drama,23.7
886,Grown Ups 2,Movie,2013.0,Comedy,23.7
887,Ozark,TV Show,2017.0,Drama,23.7
888,Simon,TV Show,2016.0,Animation,23.6
889,The 100,TV Show,2014.0,Science Fiction,23.6
890,Hard Feelings,Movie,2023.0,Comedy,23.6
891,Harry Potter and the Chamber of Secrets,Movie,2002.0,Fantasy,23.6
892,Bluelock,TV Show,2022.0,Animation,23.5
893,Good Girls,TV Show,2018.0,Comedy,23.5
894,Sexify,TV Show,2021.0,Comedy,23.5
895,Arrow,TV Show,2012.0,Superhero,23.4
896,Black Mirror,TV Show,2011.0,Science Fiction,23.4
897,Dragons: Race to the Edge,TV Show,2015.0,Family,23.4
898,La Piloto,TV Show,2017.0,Drama,23.4
899,NCIS,TV Show,2003.0,Crime,23.4
900,The 100,TV Show,2014.0,Science Fiction,23.4
901,Alvinnn!!! and The Chipmunks,TV Show,2015.0,Animation,23.3
902,Attack on Titan,TV Show,2013.0,Animation,23.3
903,Black Crab,Movie,2022.0,Science Fiction,23.3
904,Kung Fu Panda: The Dragon Knight,TV Show,2022.0,Animation,23.3
905,Orange Is the New Black,TV Show,2013.0,Drama,23.3
906,The Harder They Fall,Movie,2021.0,Western,23.3
907,Top Boy,TV Show,2019.0,Crime,23.3
908,A Love So Beautiful,TV Show,2020.0,Comedy,23.2
909,Money Heist: Korea - Joint Economic Area,TV Show,2022.0,Action,23.2
910,Senior Year,Movie,2022.0,Comedy,23.2
911,Snake Eyes: G.I. Joe Origins,Movie,2021.0,Action,23.2
912,To All the Boys I've Loved Before,Movie,2018.0,Romance,23.2
913,Fifty Shades of Grey,Movie,2015.0,Romance,23.1
914,Freeridge,TV Show,2023.0,Comedy,23.1
915,Inside Man,Movie,2006.0,Crime,23.1
916,Monique Olivier: Accessory to Evil,TV Show,2023.0,Documentary,23.1
917,NCIS,TV Show,2003.0,Crime,23.1
918,Orange Is the New Black,TV Show,2013.0,Drama,23.1
919,Sweet Girl,Movie,2021.0,Action,23.1
920,Teen Wolf,TV Show,2011.0,Fantasy,23.1
921,The Flash,TV Show,2014.0,Superhero,23.1
922,Chilling Adventures of Sabrina,TV Show,2018.0,Fantasy,23.0
923,Inheritance,Movie,2020.0,Thriller,23.0
924,Las munecas de la mafia,TV Show,2010.0,Drama,23.0
925,Messiah,TV Show,2020.0,Drama,23.0
926,Orange Is the New Black,TV Show,2013.0,Drama,23.0
927,The Adventures of Sharkboy and Lavagirl,Movie,2005.0,Adventure,23.0
928,Floor is Lava,TV Show,2020.0,Reality-Show,22.9
929,Greatest Events of World War II in HD Colour,TV Show,2019.0,Documentary,22.9
930,I Am Solo,TV Show,2021.0,Reality-Show,22.9
931,NCIS,TV Show,2003.0,Crime,22.9
932,New Girl,TV Show,2011.0,Comedy,22.9
933,Shrek the Third,Movie,2007.0,Animation,22.9
934,I Am a Killer,TV Show,2018.0,Documentary,22.8
935,Suits,TV Show,2011.0,Drama,22.8
936,Alvinnn!!! and The Chipmunks,TV Show,2015.0,Animation,22.7
937,Bloodline,TV Show,2015.0,Drama,22.7
938,Go Dog Go,TV Show,2021.0,Animation,22.7
939,Kings of Jo'Burg,TV Show,2020.0,Crime,22.7
940,Madagascar,Movie,2005.0,Animation,22.7
941,Partner Track,TV Show,2022.0,Drama,22.7
942,The Creature Cases,TV Show,2022.0,Animation,22.7
943,Oshi no Ko,TV Show,2023.0,Animation,22.7
944,Behind Her Eyes,TV Show,2021.0,Crime,22.6
945,Enough,Movie,2002.0,Action,22.6
946,Sex Education,TV Show,2019.0,Comedy,22.6
947,The 100,TV Show,2014.0,Science Fiction,22.6
948,One Piece,TV Show,1999.0,Animation,22.5
949,Smurfs: The Lost Village,Movie,2017.0,Animation,22.5
950,Money Shot: The Pornhub Story,Movie,2023.0,Documentary,22.4
951,NCIS,TV Show,2003.0,Crime,22.4
952,The Octonauts,TV Show,2010.0,Animation,22.4
953,Pokémon Master Journeys - The Series,TV Show,2021.0,Animation,22.4
954,Sweet Magnolias,TV Show,2020.0,Drama,22.4
